"Manufacturer","Price","Reference","Name","EAN13","Category","Weight","Height","Width","Length"
"Mishimoto","107.91","MMHOSE-FOST-13RD","Mishimoto Ford Focus ST Silicone Radiator Hose Kit, 2013-2018, Red","748354026061","Hoses & Couplers","9.11","12","6","21"
"Mishimoto","61.94","MMHOSE-FXT-04BK","Mishimoto Subaru Forester XT Silicone Radiator Hose Kit, 2004-2008, Black","748354811506","Hoses & Couplers","2.42","3.5","8.5","13.5"
"Mishimoto","61.94","MMHOSE-FXT-04BL","Mishimoto Subaru Forester XT Silicone Radiator Hose Kit, 2004-2008, Blue","748354811513","Hoses & Couplers","2.42","3.5","8.5","13.5"
"Mishimoto","61.94","MMHOSE-FXT-04RD","Mishimoto Subaru Forester XT Silicone Radiator Hose Kit, 2004-2008, Red","748354811520","Hoses & Couplers","4.37","11","3","22"
"Mishimoto","95.42","MMHOSE-GC8T-92BK","Mishimoto Subaru Impreza WRX / STI Silicone Radiator Hose Kit, 1992-1998, Black","811580035081","Hoses & Couplers","12.14","8","12","21"
"Mishimoto","95.42","MMHOSE-GC8T-92BL","Mishimoto Subaru Impreza WRX / STI Silicone Radiator Hose Kit, 1992-1998, Blue","811580035098","Hoses & Couplers","12.14","8","12","21"
"Mishimoto","95.42","MMHOSE-GC8T-92RD","Mishimoto Subaru Impreza WRX / STI Silicone Radiator Hose Kit, 1992-1998, Red","811580035104","Hoses & Couplers","12.14","8","12","21"
"Mishimoto","290.60","MMHOSE-GLF-95BK","Mishimoto Volkswagen Golf VR6 Silicone Radiator Hose Kit, 1995-1998, Black","748354808803","Hoses & Couplers","7.29","5.5","10","22"
"Mishimoto","290.60","MMHOSE-GLF-95BL","Mishimoto Volkswagen Golf VR6 Silicone Radiator Hose Kit, 1995-1998, Blue","748354808810","Hoses & Couplers","7.29","5.5","10","22"
"Mishimoto","290.60","MMHOSE-GLF-95RD","Mishimoto Volkswagen Golf VR6 Silicone Radiator Hose Kit, 1995-1998, Red","748354808827","Hoses & Couplers","3.33","3","8","23"
"Mishimoto","231.92","MMHOSE-GLF-99BK","Mishimoto Volkswagen Golf 1.8T Silicone Radiator Hose Kit, 1999-2005, Black","748354809817","Hoses & Couplers","3.33","3","8","23"
"Mishimoto","231.92","MMHOSE-GLF-99BL","Mishimoto Volkswagen Golf 1.8T Silicone Radiator Hose Kit, 1999-2005, Blue","748354809824","Hoses & Couplers","3.33","3","8","23"
"Mishimoto","231.92","MMHOSE-GLF-99RD","Mishimoto Volkswagen Golf 1.8T Silicone Radiator Hose Kit, 1999-2005, Red","748354809831","Hoses & Couplers","4.43","3.5","10","21"
"Mishimoto","136.31","MMHOSE-GT-07BK","Mishimoto Ford Mustang GT Silicone Radiator Hose Kit, 2007-2010, Black","748354802924","Hoses & Couplers","4.43","3.5","10","21"
"Mishimoto","136.31","MMHOSE-GT-07BL","Mishimoto Ford Mustang GT Silicone Radiator Hose Kit, 2007-2010, Blue","748354802931","Hoses & Couplers","24.05","11","11","33"
"Mishimoto","136.31","MMHOSE-GT-07RD","Mishimoto Ford Mustang GT Silicone Radiator Hose Kit, 2007-2010, Red","748354802948","Hoses & Couplers","24.05","11","11","33"
"Mishimoto","158.08","MMHOSE-GTO-04BK","Mishimoto Pontiac GTO Silicone Radiator Hose Kit, 2004, Black","748354801019","Hoses & Couplers","4.37","3","11","22"
"Mishimoto","143.35","MMHOSE-GTO-04BL","Mishimoto Pontiac GTO Silicone Radiator Hose Kit, 2004, Blue","748354801026","Hoses & Couplers","4.43","3.5","10","21"
"Mishimoto","143.35","MMHOSE-GTO-04RD","Mishimoto Pontiac GTO Silicone Radiator Hose Kit, 2004, Red","748354801033","Hoses & Couplers","4.43","3.5","10","21"
"Mishimoto","141.99","MMHOSE-GTO-05BK","Mishimoto Pontiac GTO Silicone Radiator Hose Kit, 2005-2006, Black","748666003347","Hoses & Couplers","7.95","6","10","22"
"Mishimoto","141.99","MMHOSE-GTO-05BL","Mishimoto Pontiac GTO Silicone Radiator Hose Kit, 2005-2006, Blue","748666003354","Hoses & Couplers","7.95","6","10","22"
"Mishimoto","141.99","MMHOSE-GTO-05RD","Mishimoto Pontiac GTO Silicone Radiator Hose Kit, 2005-2006, Red","748666003361","Hoses & Couplers","7.95","6","10","22"
"Mishimoto","76.67","MMHOSE-HON-K20BK","Mishimoto Honda Civic w/ K20 Silicone Radiator Hose Kit, 1992-2000, Black","748666005105","Hoses & Couplers","7.29","5.5","22","10"
"Mishimoto","76.67","MMHOSE-HON-K20BL","Mishimoto Honda Civic w/ K20 Silicone Radiator Hose Kit, 1992-2000, Blue","748666005112","Hoses & Couplers","7.29","5.5","22","10"
"Mishimoto","76.67","MMHOSE-HON-K20RD","Mishimoto Honda Civic w/ K20 Silicone Radiator Hose Kit, 1992-2000, Red","748666005129","Hoses & Couplers","7.29","5.5","22","10"
"Mishimoto","65.23","MMHOSE-INT-90BK","Mishimoto Acura Integra Silicone Radiator Hose Kit, 1990-1993, Black","748354797879","Hoses & Couplers","4.37","3","11","22"
"Mishimoto","81.41","MMHOSE-INT-94BK","Mishimoto Acura Integra Silicone Radiator Hose Kit, 1994-2001, Black","748354797909","Hoses & Couplers","4.37","3","11","22"
"Mishimoto","81.41","MMHOSE-INT-94BL","Mishimoto Acura Integra Silicone Radiator Hose Kit, 1994-2001, Blue","748354797916","Hoses & Couplers","4.37","3","11","22"
"Mishimoto","81.41","MMHOSE-INT-94RD","Mishimoto Acura Integra Silicone Radiator Hose Kit, 1994-2001, Red","748354797923","Hoses & Couplers","4.37","3","11","22"
"Mishimoto","109.81","MMHOSE-INT-97BK","Mishimoto Acura Integra Silicone Radiator Hose Kit, 1994-2001, Black","748354809879","Hoses & Couplers","3.33","3","8","23"
"Mishimoto","122.75","MMHOSE-IS300-01BK","Mishimoto Lexus IS300 Silicone Radiator Hose Kit, 2001-2005, Black","748666003255","Hoses & Couplers","7.45","5.5","10","22.5"
"Mishimoto","122.75","MMHOSE-IS300-01BL","Mishimoto Lexus IS300 Silicone Radiator Hose Kit, 2001-2005, Blue","748666003262","Hoses & Couplers","7.45","5.5","10","22.5"
"Mishimoto","122.75","MMHOSE-IS300-01RD","Mishimoto Lexus IS300 Silicone Radiator Hose Kit, 2001-2005, Red","748666003279","Hoses & Couplers","7.45","5.5","10","22.5"
"Mishimoto","170.39","MMHOSE-MIA-16BK","Mishimoto Mazda Miata Silicone Radiator Hose Kit, 2016+, Black","748354035490","Hoses & Couplers","6.07","12","4","21"
"Mishimoto","170.39","MMHOSE-MIA-16BL","Mishimoto Mazda Miata Silicone Radiator Hose Kit, 2016+, Blue","748354035513","Hoses & Couplers","6.07","12","4","21"
"Mishimoto","170.39","MMHOSE-MIA-16RD","Mishimoto Mazda Miata Silicone Radiator Hose Kit, 2016+, Red","748354035506","Hoses & Couplers","6.07","12","4","21"
"Mishimoto","93.71","MMHOSE-MIA-90BK","Mishimoto Mazda Miata Silicone Radiator Hose Kit, 1990-1993, Black","748354799590","Hoses & Couplers","2.42","3.5","8.5","13.5"
"Mishimoto","93.71","MMHOSE-MIA-90BL","Mishimoto Mazda Miata Silicone Radiator Hose Kit, 1990-1993, Blue","748354799583","Hoses & Couplers","2.42","3.5","8.5","13.5"
"Mishimoto","69.22","MMHOSE-MIA-90HHBK","Mishimoto Mazda Miata Silicone Heater Hose Kit, 1990-1991, Black","748354799873","Hoses & Couplers","4.37","3","11","22"
"Mishimoto","93.71","MMHOSE-MIA-90RD","Mishimoto Mazda Miata Silicone Radiator Hose Kit, 1990-1993, Red","748354799576","Hoses & Couplers","2.42","3.5","8.5","13.5"
"Mishimoto","92.77","MMHOSE-MIA-94BK","Mishimoto Mazda Miata Silicone Radiator Hose Kit, 1994-1997, Black","748354801149","Hoses & Couplers","4.43","3.5","10","21"
"Mishimoto","92.77","MMHOSE-MIA-94BL","Mishimoto Mazda Miata Silicone Radiator Hose Kit, 1994-1997, Blue","748354801156","Hoses & Couplers","4.37","3","11","22"
"Mishimoto","69.22","MMHOSE-MIA-94HHBK","Mishimoto Mazda Miata Silicone Heater Hose Kit, 1994-1997, Black","748354799897","Hoses & Couplers","2.42","3.5","8.5","13.5"
"Mishimoto","92.77","MMHOSE-MIA-94RD","Mishimoto Mazda Miata Silicone Radiator Hose Kit, 1994-1997, Red","748354801163","Hoses & Couplers","4.43","3.5","10","21"
"Mishimoto","77.62","MMHOSE-MIA-99BK","Mishimoto Mazda Miata Silicone Radiator Hose Kit, 1999-2005, Black","748354799569","Hoses & Couplers","7.29","5.5","10","22"
"Mishimoto","77.62","MMHOSE-MIA-99BL","Mishimoto Mazda Miata Silicone Radiator Hose Kit, 1999-2005, Blue","748354799552","Hoses & Couplers","7.29","5.5","10","22"
"Mishimoto","77.62","MMHOSE-MIA-99RD","Mishimoto Mazda Miata Silicone Radiator Hose Kit, 1999-2005, Red","748354799545","Hoses & Couplers","4.43","3.5","10","21"
"Mishimoto","28.09","MMHOSE-MK7-15RRBK","Mishimoto 15+ VW GTI/TSI/R / 15+ Audi A3 Coolant Re-Route Hose, Black","840197706053","Hoses & Couplers","0.07","2","0.5","12"
"Mishimoto","121.17","MMHOSE-MR2-90BK","Mishimoto Toyota MR2 Turbo Silicone Radiator Hose Kit, 1990-1997, Black","748354807363","Hoses & Couplers","4.43","3.5","10","21"
"Mishimoto","121.17","MMHOSE-MR2-90BL","Mishimoto Toyota MR2 Turbo Silicone Radiator Hose Kit, 1990-1997, Blue","748354807370","Hoses & Couplers","4.43","3.5","10","21"
"Mishimoto","121.17","MMHOSE-MR2-90RD","Mishimoto Toyota MR2 Turbo Silicone Radiator Hose Kit, 1990-1997, Red","748354807387","Hoses & Couplers","3.52","3","9.5","20.5"
"Mishimoto","214.88","MMHOSE-MS3-07BK","Mishimoto Mazda Mazdaspeed3 Silicone Radiator Hose Kit, 2007-2009, Black","748354023428","Hoses & Couplers","9.87","6","13","21"
"Mishimoto","214.88","MMHOSE-MS3-07BL","Mishimoto Mazda Mazdaspeed3 Silicone Radiator Hose Kit, 2007-2009, Blue","748354023435","Hoses & Couplers","9.87","6","13","21"
"Mishimoto","214.88","MMHOSE-MS3-07RD","Mishimoto Mazda Mazdaspeed3 Silicone Radiator Hose Kit, 2007-2009, Red","748354023442","Hoses & Couplers","9.87","6","13","21"
"Mishimoto","170.39","MMHOSE-MS3-07TIHBK","Mishimoto Mazda Mazdaspeed3 Silicone Induction Hose, 2007-2009, Black","748354035735","Hoses & Couplers","6.07","4","12","21"
"Mishimoto","170.39","MMHOSE-MS3-07TIHBL","Mishimoto Mazda Mazdaspeed3 Silicone Induction Hose, 2007-2009, Blue","748354035742","Hoses & Couplers","6.07","4","12","21"
"Mishimoto","170.39","MMHOSE-MS3-07TIHRD","Mishimoto Mazda Mazdaspeed3 Silicone Induction Hose, 2007-2009, Red","748354035759","Hoses & Couplers","6.07","4","12","21"
"Mishimoto","171.33","MMHOSE-MS3-10BK","Mishimoto Mazda Mazdaspeed3 Silicone Radiator Hose Kit, 2010-2013, Black","748354023459","Hoses & Couplers","8.93","6","13","19"
"Mishimoto","171.33","MMHOSE-MS3-10BL","Mishimoto Mazda Mazdaspeed3 Silicone Radiator Hose Kit, 2010-2013, Blue","748354023466","Hoses & Couplers","8.93","6","13","19"
"Mishimoto","171.33","MMHOSE-MS3-10RD","Mishimoto Mazda Mazdaspeed3 Silicone Radiator Hose Kit, 2010-2013, Red","748354023473","Hoses & Couplers","8.93","6","13","19"
"Mishimoto","86.14","MMHOSE-MUS-05BK","Mishimoto Ford Mustang GT Silicone Radiator Hose Kit, 2005-2006, Black","748354798081","Hoses & Couplers","4.43","3.5","10","21"
"Mishimoto","86.14","MMHOSE-MUS-05BL","Mishimoto Ford Mustang GT Silicone Radiator Hose Kit, 2005-2006, Blue","748354798098","Hoses & Couplers","4.37","3","11","22"
"Mishimoto","86.14","MMHOSE-MUS-05RD","Mishimoto Ford Mustang GT Silicone Radiator Hose Kit, 2005-2006, Red","748354798104","Hoses & Couplers","4.43","3.5","10","21"
"Mishimoto","207.30","MMHOSE-MUS4-15ANCBK","Mishimoto 2015-2017 Ford Mustang Ecoboost Silicone ANC Hoses, Black","748354026016","Hoses & Couplers","9.11","12","6","21"
"Mishimoto","207.30","MMHOSE-MUS4-15ANCBL","Mishimoto 2015-2017 Ford Mustang Ecoboost Silicone ANC Hoses, Blue","748354026023","Hoses & Couplers","9.11","12","6","21"
"Mishimoto","207.30","MMHOSE-MUS4-15ANCRD","Mishimoto 2015-2017 Ford Mustang Ecoboost Silicone ANC Hoses, Red","748354026030","Hoses & Couplers","9.11","12","6","21"
"Mishimoto","130.63","MMHOSE-MUS4-15BK","Mishimoto 2015-2017 Ford Mustang Ecoboost Silicone Rad Hoses, Black","748354018035","Hoses & Couplers","4.55","12","3","21"
"Mishimoto","130.63","MMHOSE-MUS4-15BL","Mishimoto 2015-2017 Ford Mustang Ecoboost Silicone Rad Hoses, Blue","748354018042","Hoses & Couplers","4.55","12","3","21"
"Mishimoto","130.63","MMHOSE-MUS4-15RD","Mishimoto 2015-2017 Ford Mustang Ecoboost Silicone Rad Hoses, Red","748354018059","Hoses & Couplers","4.55","12","3","21"
"Mishimoto","78.57","MMHOSE-MUS8-15ANCBK","Mishimoto Ford Mustang GT Silicone Ancillary Hose Kit, 2015+, Black","748354030549","Hoses & Couplers","9.11","12","6","21"
"Mishimoto","78.57","MMHOSE-MUS8-15ANCBL","Mishimoto Ford Mustang GT Silicone Ancillary Hose Kit, 2015+, Blue","748354030556","Hoses & Couplers","9.11","12","6","21"
"Mishimoto","78.57","MMHOSE-MUS8-15ANCRD","Mishimoto Ford Mustang GT Silicone Ancillary Hose Kit, 2015+, Red","748354030563","Hoses & Couplers","9.11","12","6","21"
"Mishimoto","137.25","MMHOSE-MUS8-15IHBK","Mishimoto 2015-2017 Ford Mustang GT Silicone Induction Hose, Black","748354031409","Hoses & Couplers","7.59","12","5","21"
"Mishimoto","137.25","MMHOSE-MUS8-15IHBL","Mishimoto 2015-2017 Ford Mustang GT Silicone Induction Hose, Blue","748354031416","Hoses & Couplers","7.59","12","5","21"
"Mishimoto","137.25","MMHOSE-MUS8-15IHRD","Mishimoto 2015-2017 Ford Mustang GT Silicone Induction Hose, Red","748354031423","Hoses & Couplers","7.59","12","5","21"
"Mishimoto","177.01","MMHOSE-MUS8-15LBK","Mishimoto 2015-2017 Ford Mustang GT Silicone Lower Rad Hose, Black","748354031454","Hoses & Couplers","9.11","12","6","21"
"Mishimoto","177.01","MMHOSE-MUS8-15LBL","Mishimoto 2015-2017 Ford Mustang GT Silicone Lower Rad Hose, Blue","748354031461","Hoses & Couplers","9.11","12","6","21"
"Mishimoto","177.01","MMHOSE-MUS8-15LRD","Mishimoto 2015-2017 Ford Mustang GT Silicone Lower Rad Hose, Red","748354031478","Hoses & Couplers","9.11","12","6","21"
"Mishimoto","86.14","MMHOSE-MUS8-15UBK","Mishimoto 2015-2017 Ford Mustang GT Silicone Upper Rad Hose, Black","748354030570","Hoses & Couplers","9.11","12","6","21"
"Mishimoto","86.14","MMHOSE-MUS8-15UBL","Mishimoto 2015-2017 Ford Mustang GT Silicone Upper Rad Hose, Blue","748354030587","Hoses & Couplers","9.11","12","6","21"
"Mishimoto","86.14","MMHOSE-MUS8-15URD","Mishimoto 2015-2017 Ford Mustang GT Silicone Upper Rad Hose, Red","748354030594","Hoses & Couplers","9.11","12","6","21"
"Mishimoto","92.77","MMHOSE-MUS-86BK","Mishimoto Ford Mustang GT Silicone Radiator Hose Kit, 1986-1993, Black","748354798029","Hoses & Couplers","6.63","10","5","22"
"Mishimoto","84.12","MMHOSE-MUS-86BL","Mishimoto Ford Mustang GT Silicone Radiator Hose Kit, 1986-1993, Blue","748354798036","Hoses & Couplers","7.29","10","5.5","22"
"Mishimoto","92.77","MMHOSE-MUS-86RD","Mishimoto Ford Mustang GT Silicone Radiator Hose Kit, 1986-1993, Red","748354798043","Hoses & Couplers","4.37","3","11","22"
"Mishimoto","114.53","MMHOSE-MUS-94BK","Mishimoto Ford Mustang GT Silicone Radiator Hose Kit, 1994-1995, Black","748354800678","Hoses & Couplers","7.29","5.5","10","22"
"Mishimoto","105.93","MMHOSE-MUS-94BL","Mishimoto Ford Mustang GT Silicone Radiator Hose Kit, 1994-1995, Blue","748354800685","Hoses & Couplers","4.43","3.5","10","21"
"Mishimoto","103.85","MMHOSE-MUS-94RD","Mishimoto Ford Mustang GT Silicone Radiator Hose Kit, 1994-1995, Red","748354800692","Hoses & Couplers","4.43","3.5","10","21"
"Mishimoto","105.93","MMHOSE-MUS-96BK","Mishimoto Ford Mustang GT Silicone Radiator Hose Kit, 2001-2004, Black","748354798050","Hoses & Couplers","8.75","4","11","33"
"Mishimoto","105.93","MMHOSE-MUS-96BL","Mishimoto Ford Mustang GT Silicone Radiator Hose Kit, 2001-2004, Blue","748354798067","Hoses & Couplers","4.43","3.5","10","21"
"Mishimoto","105.93","MMHOSE-MUS-96RD","Mishimoto Ford Mustang GT Silicone Radiator Hose Kit, 2001-2004, Red","748354798074","Hoses & Couplers","4.43","3.5","10","21"
"Mishimoto","103.17","MMHOSE-PRE-97BK","Mishimoto Honda Prelude Silicone Radiator Hose Kit, 1997-2001, Black","748354800616","Hoses & Couplers","4.37","3","11","22"
"Mishimoto","103.17","MMHOSE-PRE-97BL","Mishimoto Honda Prelude Silicone Radiator Hose Kit, 1997-2001, Blue","748354800623","Hoses & Couplers","6.63","5","10","22"
"Mishimoto","103.17","MMHOSE-PRE-97RD","Mishimoto Honda Prelude Silicone Radiator Hose Kit, 1997-2001, Red","748354800630","Hoses & Couplers","7.29","5.5","10","22"
"Mishimoto","78.03","MMHOSE-Q50-16ANCBK","Mishimoto 16+ Infiniti Q50/Q60 3.0T Ancillary Coolant Hose Kit, Black","840197710524","Hoses & Couplers","15.33","10","12","21.2"
"Mishimoto","78.03","MMHOSE-Q50-16ANCBL","Mishimoto 16+ Infiniti Q50/Q60 3.0T Ancillary Coolant Hose Kit, Blue","840197710531","Hoses & Couplers","15.33","10","12","21.2"
"Mishimoto","78.03","MMHOSE-Q50-16ANCRD","Mishimoto 16+ Infiniti Q50/Q60 3.0T Ancillary Coolant Hose Kit, Red","840197710548","Hoses & Couplers","15.33","10","12","21.2"
"Mishimoto","135.25","MMHOSE-Q50-16BK","Mishimoto 16+ Infiniti Q50/Q60 3.0T Silicone Coolant Hose Kit, Black","840197710555","Hoses & Couplers","15.33","10","12","21.2"
"Mishimoto","135.25","MMHOSE-Q50-16BL","Mishimoto 16+ Infiniti Q50/Q60 3.0T Silicone Coolant Hose Kit, Blue","840197710562","Hoses & Couplers","15.33","10","12","21.2"
"Mishimoto","135.25","MMHOSE-Q50-16RD","Mishimoto 16+ Infiniti Q50/Q60 3.0T Silicone Coolant Hose Kit, Red","840197710579","Hoses & Couplers","15.33","10","12","21.2"
"Mishimoto","103.17","MMHOSE-R35-09BK","Mishimoto Nissan GT-R Silicone Radiator Hose Kit, 2009+, Black","748354801309","Hoses & Couplers","4.43","3.5","10","21"
"Mishimoto","152.19","MMHOSE-RGR-11BK","Mishimoto 2011+ Ford Ranger 3.2L Diesel Silicone Hose Kit, Black","811580037023","Hoses & Couplers","7.02","5.3","10","22"
"Mishimoto","152.19","MMHOSE-RGR-11BL","Mishimoto 2011+ Ford Ranger 3.2L Diesel Silicone Hose Kit, Blue","811580037030","Hoses & Couplers","7.02","5.3","10","22"
"Mishimoto","152.19","MMHOSE-RGR-11RD","Mishimoto 2011+ Ford Ranger 3.2L Diesel Silicone Hose Kit, Red","811580037047","Hoses & Couplers","7.02","5.3","10","22"
"Mishimoto","124.95","MMHOSE-RHD-32BK","Mishimoto Nissan Skyline R32 GTR Silicone Radiator Hose Kit, 1989-1994, Black","811580036859","Hoses & Couplers","4.55","3","21","12"
"Mishimoto","124.95","MMHOSE-RHD-32BL","Mishimoto Nissan Skyline R32 GTR Silicone Radiator Hose Kit, 1989-1994, Blue","811580036866","Hoses & Couplers","4.55","3","21","12"
"Mishimoto","124.95","MMHOSE-RHD-32RD","Mishimoto Nissan Skyline R32 GTR Silicone Radiator Hose Kit, 1989-1994, Red","811580036873","Hoses & Couplers","4.55","3","21","12"
"Mishimoto","124.95","MMHOSE-RHD-33BK","Mishimoto Nissan Skyline R33/34 GTR Silicone Radiator Hose Kit, 1995-2002, Black","811580036828","Hoses & Couplers","4.55","3","21","12"
"Mishimoto","124.95","MMHOSE-RHD-33BL","Mishimoto Nissan Skyline R33/34 GTR Silicone Radiator Hose Kit, 1995-2002, Blue","811580036835","Hoses & Couplers","4.55","3","21","12"
"Mishimoto","124.95","MMHOSE-RHD-33RD","Mishimoto Nissan Skyline R33/34 GTR Silicone Radiator Hose Kit, 1995-2002, Red","811580036842","Hoses & Couplers","4.55","3","21","12"
"Mishimoto","207.30","MMHOSE-RS-16BK","Mishimoto Ford Focus RS Silicone Radiator Hose Kit, 2016-2018, Black","748354034929","Hoses & Couplers","4","2","12","21"
"Mishimoto","200.45","MMHOSE-RS-16NB","Mishimoto Ford Focus RS Silicone Radiator Hose Kit, 2016-2018, Nitrous Blue","748354034950","Hoses & Couplers","3.04","2","12","21"
"Mishimoto","207.30","MMHOSE-RS-16RD","Mishimoto Ford Focus RS Silicone Radiator Hose Kit, 2016-2018, Red","748354034943","Hoses & Couplers","4","2","12","21"
"Mishimoto","61.94","MMHOSE-RSX-02BK","Mishimoto Acura RSX Silicone Radiator Hose Kit, 2002-2006, Black","748354799903","Hoses & Couplers","2.42","3.5","8.5","13.5"
"Mishimoto","61.94","MMHOSE-RSX-02BL","Mishimoto Acura RSX Silicone Radiator Hose Kit, 2002-2006, Blue","748354799910","Hoses & Couplers","2.42","3.5","8.5","13.5"
"Mishimoto","61.94","MMHOSE-RSX-02RD","Mishimoto Acura RSX Silicone Radiator Hose Kit, 2002-2006, Red","748354799927","Hoses & Couplers","4.37","3","11","22"
"Mishimoto","104.13","MMHOSE-RX7-93BK","Mishimoto Mazda RX-7 Silicone Radiator Hose Kit, 1993-1997, Black","748354798296","Hoses & Couplers","7.29","5.5","10","22"
"Mishimoto","104.13","MMHOSE-RX7-93BL","Mishimoto Mazda RX-7 Silicone Radiator Hose Kit, 1993-1997, Blue","748354798302","Hoses & Couplers","7.29","5.5","10","22"
"Mishimoto","116.43","MMHOSE-RX8-03BK","Mishimoto Mazda RX-8 Silicone Radiator Hose Kit, 2004-2008, Black","748354800296","Hoses & Couplers","4.64","3.5","10","22"
"Mishimoto","116.43","MMHOSE-RX8-03BL","Mishimoto Mazda RX-8 Silicone Radiator Hose Kit, 2004-2008, Blue","748354800302","Hoses & Couplers","4.43","3.5","10","21"
"Mishimoto","116.43","MMHOSE-RX8-03RD","Mishimoto Mazda RX-8 Silicone Radiator Hose Kit, 2004-2008, Red","748354800319","Hoses & Couplers","4.37","3","11","22"
"Mishimoto","94.42","MMHOSE-RX-LSBK","Mishimoto Mazda RX-7 w/ LS Silicone Radiator Hose Kit, 1993-1997, Black","748354802108","Hoses & Couplers","4.37","3","11","22"
"Mishimoto","93.50","MMHOSE-RX-LSBL","Mishimoto Mazda RX-7 w/ LS Silicone Radiator Hose Kit, 1993-1997, Blue","748354802115","Hoses & Couplers","4.43","3.5","10","21"
"Mishimoto","106.01","MMHOSE-S2K-00BK","Mishimoto Honda S2000 Silicone Radiator Hose Kit, 2000-2009, Black","748354798265","Hoses & Couplers","4.37","3","11","22"
"Mishimoto","106.01","MMHOSE-S2K-00BL","Mishimoto Honda S2000 Silicone Radiator Hose Kit, 2000-2009, Blue","748354798272","Hoses & Couplers","6.96","5.5","10","21"
"Mishimoto","113.59","MMHOSE-S2K-00IHBK","Mishimoto Honda S2000 Silicone Induction Hose, 2000-2005, Black","748354035674","Hoses & Couplers","6.07","4","12","21"
"Mishimoto","113.59","MMHOSE-S2K-00IHBL","Mishimoto Honda S2000 Silicone Induction Hose, 2000-2005, Blue","748354035681","Hoses & Couplers","6.07","4","12","21"
"Mishimoto","113.59","MMHOSE-S2K-00IHRD","Mishimoto Honda S2000 Silicone Induction Hose, 2000-2005, Red","748354035698","Hoses & Couplers","6.07","4","12","21"
"Mishimoto","106.01","MMHOSE-S2K-00RD","Mishimoto Honda S2000 Silicone Radiator Hose Kit, 2000-2009, Red","748354798289","Hoses & Couplers","4.37","3","11","22"
"Mishimoto","385.27","MMHOSE-S4-97TBK","Mishimoto Audi S4 Silicone Turbo Hose Kit, 1997-2002, Black","748354808483","Hoses & Couplers","6.96","5.5","10","21"
"Mishimoto","385.27","MMHOSE-S4-97TBL","Mishimoto Audi S4 Silicone Turbo Hose Kit, 1997-2002, Blue","748354808490","Hoses & Couplers","6.96","5.5","10","21"
"Mishimoto","349.35","MMHOSE-S4-97TRD","Mishimoto Audi S4 Silicone Turbo Hose Kit, 1997-2002, Red","748354808506","Hoses & Couplers","6.96","5.5","10","21"
"Mishimoto","147.67","MMHOSE-SPY-00BK","Mishimoto Toyota MR2 Silicone Radiator Hose Kit, 2000-2005, Black","748354035704","Hoses & Couplers","6.07","4","12","21"
"Mishimoto","147.67","MMHOSE-SPY-00BL","Mishimoto Toyota MR2 Silicone Radiator Hose Kit, 2000-2005, Blue","748354035711","Hoses & Couplers","6.07","4","12","21"
"Mishimoto","147.67","MMHOSE-SPY-00RD","Mishimoto Toyota MR2 Silicone Radiator Hose Kit, 2000-2005, Red","748354035728","Hoses & Couplers","6.07","4","12","21"
"Mishimoto","71.96","MMHOSE-STI-08BK","Mishimoto 08-14 Subaru WRX / 08+ STI Silicone Radiator Hose Kit, Black","748354799521","Hoses & Couplers","4.37","3","11","22"
"Mishimoto","71.96","MMHOSE-STI-08BL","Mishimoto 08-14 Subaru WRX / 08+ STI Silicone Radiator Hose Kit, Blue","748354799514","Hoses & Couplers","2.42","3.5","8.5","13.5"
"Mishimoto","71.96","MMHOSE-STI-08RD","Mishimoto 08-14 Subaru WRX / 08+ STI Silicone Radiator Hose Kit, Red","748354799507","Hoses & Couplers","4","3","8.5","14"
"Mishimoto","253.68","MMHOSE-SUB-08IHBK","Mishimoto Subaru WRX Silicone Induction Hose, 2008-2014, Black","748354015188","Hoses & Couplers","4.34","6","8","15"
"Mishimoto","253.68","MMHOSE-SUB-08IHBL","Mishimoto Subaru WRX Silicone Induction Hose, 2008-2014, Blue","748354015195","Hoses & Couplers","4.34","6","8","15"
"Mishimoto","253.68","MMHOSE-SUB-08IHRD","Mishimoto Subaru WRX Silicone Induction Hose, 2008-2014, Red","748354015201","Hoses & Couplers","4.34","6","8","15"
"Mishimoto","124.95","MMHOSE-SUB-ANC4BK","Mishimoto Subaru Impreza WRX/STI Silicone Ancillary Hose Kit, 2004-2007, Black","748354808773","Hoses & Couplers","1.73","2.5","8.5","13.5"
"Mishimoto","124.95","MMHOSE-SUB-ANC4BL","Mishimoto Subaru Impreza WRX/STI Silicone Ancillary Hose Kit, 2004-2007, Blue","748354808780","Hoses & Couplers","2","2.5","8.5","13.5"
"Mishimoto","124.95","MMHOSE-SUB-ANC4RD","Mishimoto Subaru Impreza WRX/STI Silicone Ancillary Hose Kit, 2004-2007, Red","748354808797","Hoses & Couplers","1.73","2.5","8.5","13.5"
"Mishimoto","240.44","MMHOSE-SUB-ANCBK","Mishimoto Subaru WRX Silicone Ancillary Hose Kit, 2002-2005, Black","748354803075","Hoses & Couplers","3.8","3","10","21"
"Mishimoto","240.44","MMHOSE-SUB-ANCBL","Mishimoto Subaru WRX Silicone Ancillary Hose Kit, 2002-2005, Blue","748354803082","Hoses & Couplers","3.8","3","10","21"
"Mishimoto","240.44","MMHOSE-SUB-ANCRD","Mishimoto Subaru WRX Silicone Ancillary Hose Kit, 2002-2005, Red","748354803099","Hoses & Couplers","2.42","3.5","8.5","13.5"
